year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2023,2023SOTSBook.pdf,Mental health,,"Create 3,500 New HousingUnits for Individuals with Mental Illness",OMH,Homes and Community Renewal,program/governance,yes,"3,500",mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Double Investment in Alternatives to Incarceration,DOCCS,DCJS,other,yes,Double,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Triple Investment in Reentry Services to Improve Public Safety,DOCCS,DCJS,program/policy,yes,Triple,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Expand the State’s Gun Involved Violence Elimination Program,DCJS,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Rebuild the State Police with a Targeted Focus on Fighting Serious Crimes,New York State Police,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Launch an Unprecedented Four New State Police Academy Classes,New York State Police,,program/governance,yes,Four New,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Expand Community Stabilization Units to As Many As 25 Communities,DCJS,,program/policy,yes,25 Communities,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Increase NYSP Participation on Federal Task Forces to Combat Violent Crime,New York State Police,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Expand the Work of Crime Analysis Centers and Include New York City,DCJS,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Hire Hundreds of New Prosecutors Around the State,DCJS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Provide Continued Funding for Discovery Reform,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Make Improvements to the State’s Bail Laws,DCJS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Reduce Gun Violence and Violent Crime Amongst Individuals Under Parole Supervision,DOCCS,DCJS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Combat the Flow of Fentanyl Into Our Communities,DCJS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Stabilize Fire Service Statewide to Improve Emergency Response,DCJS,Division of Homeland Security and Emergency Services,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Public safety / justice,,Counter Cyber Threats,DCJS,Division of Homeland Security and Emergency Services,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,,SYSTEM FOR NEW YORK’S FUTURE,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,deliver care,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Establish a Commission on the Future of Health Care,DOH,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Provide Transformative Health Care Capital Funding,DOH,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Establish A New Health Care Technology Capital Program,DOH,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Reform Traveling Nurse Agency Staffing Practices,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Allow Health Care Providers to Do More,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-A: Transform how we pay for and,Reform Approval Processes of Health Care Projects,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand Medicaid Coverage of Preventative Health Services,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand the Medicaid Buy-in Program for New Yorkers withDisabilities,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Improve Essential Plan Coverage,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Protect New Yorkers from Medical Debt and Other Burdensome Medical Costs,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Expand Access to Primary Care,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Revitalize Emergency Medical Services and Medical Transportation,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Ensure Access to Aging Services and High-Quality Long-Term Care,DOH,NYS Office for the Aging,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Lead the Way for a Tobacco-Free Generation,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,Save Lives Through Treatment of Opioid Addiction,OASAS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-B: Strengthen The Foundation,End Preventable Epidemics,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Modernize our Health Reporting Systems,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Rebuild the Wadsworth Laboratories,DOH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Health care,Part IV-C: Prepare For Future Emergencies,Strengthen New York’s Public Health Emergency ReadinessCapacity,DOH,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,AND ENVIRONMENTAL FUTURE,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Meet New York’s Climate Goals with a “Cap-and- Invest” Program That Prioritizes Affordability,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Make Energy More Affordable,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Make Buildings More Sustainable,NYSERDA,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Advance Transportation Electrification,NYSERDA,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Ensure a Just Energy Transition,NYSERDA,Public Service Commission / DPS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Reduce Waste and Invest in Local Recycling Programs,Department of Environmental Conservation,Public Service Commission / DPS,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Invest in Critical Water Quality Infrastructure,Department of Environmental Conservation,Public Service Commission / DPS,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Clean Up “Forever Chemicals,Department of Environmental Conservation,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Climate / energy / environment,Part IV-C: Prepare For Future Emergencies,Make Our Parks Energy-Independent,Department of Environmental Conservation,Public Service Commission / DPS,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Labor / affordability,Part IV-C: Prepare For Future Emergencies,WITH THE COST OF LIVING,Department of Labor,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Labor / affordability,Part IV-C: Prepare For Future Emergencies,Index the Minimum Wage,Department of Labor,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,EDUCATION,State Education Department,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Make Historic New Investments in Public Education,State Education Department,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Continue Major Commitment to Prekindergarten Expansion,State Education Department,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Establish High-Impact Tutoring Programs Across the State to Address Learning Loss,State Education Department,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Create New Early College High School and P-TECH Programs,State Education Department,SUNY,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Create a Robust High School-College-Workforce Pipeline,State Education Department,SUNY,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Directly Admit All New York Students to Their Local Community Colleges,State Education Department,SUNY,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Initiate a Cascading Admissions Pilot to Ensure That Every Student Has a Place at SUNY,SUNY,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Provide for Reasonable Tuition Flexibility Throughout CUNY and SUNY,SUNY,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Establish a State Matching Fund for Endowment Contributions,State Education Department,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Schools / higher education,Part IV-C: Prepare For Future Emergencies,Provide Funding for SUNY’s Transformation,SUNY,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,NEW YORK STATE BUSINESSES,Empire State Development,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Modernize and Streamline the State’s Training and Employment Infrastructure,Empire State Development,Department of Labor,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,MatchFederal Technology Innovation Funding,Empire State Development,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Invest in Cell and Gene Therapy,Empire State Development,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,"Establish the Office of Semiconductor Expansion, Management and Integration",Empire State Development,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Improve the Excelsior Program to Attract Businesses and Jobs to New York State,Empire State Development,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Establish Minority and Women’s Business Enterprises Certification Reciprocity,Empire State Development,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Take a Truly Statewide Approach to Economic Development Near Campuses,Empire State Development,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Economic development / business,Part IV-C: Prepare For Future Emergencies,Establish a New State Initiative to Focus on Supply Chain Resiliency,Empire State Development,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,AGRICULTURAL SECTOR,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Use State Purchasing Power to Bolster Demand for NY Agriculture,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Create a Food Supply Workforce Pipeline,Agriculture & Markets,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Make the Investment Tax Credit Refundable,Agriculture & Markets,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Support “Scratch” Cooking Facilities forSchool Food,Agriculture & Markets,State Education Department,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Expand Urban Agriculture Infrastructure and Community Gardens,Agriculture & Markets,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Provide Grant Funding to Expand Food Access,Agriculture & Markets,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Agriculture / food systems,Part IV-C: Prepare For Future Emergencies,Increase Food Manufacturing,Agriculture & Markets,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Protecting Reproductive Rights and Access,Department of Health,Division of Human Rights,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Increase Reimbursement Rates for Reproductive Health Providers,Department of Health,Division of Human Rights,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Implement Over-The-Counter Contraception Access,Department of Health,Division of Human Rights,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Safeguard Abortion Access through Data Privacy Protections,Department of Health,Division of Human Rights,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Ensure Abortion Access at Public College Campuses,Department of Health,Division of Human Rights,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Enact the Equal Rights Amendment,Department of Health,Division of Human Rights,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Modernize Gender-Based Violence Policies and Procedures,Office for the Prevention of Domestic Violence,,legislation/regulation,no,,legislation_required,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,"Reinvigorate the Interagency Coordinating Council forServices to Persons whoare Deaf, Deafblind, or Hard of Hearing",Office for People With Developmental Disabilities,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Connect People with Disabilities to Inclusive Internships,Office for People With Developmental Disabilities,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Designate New York as a Model Employer for People with Disabilities,Office for People With Developmental Disabilities,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Increase Legal Services Support for Office for New Americans,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Provide Funding for Refugee Resettlement Programs,Executive Chamber / cross-agency,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Support Retraining for Immigrants with Experience in Specific Skilled Professions,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Create Housing for Older LGBTQ+ New Yorkers,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Protect New Yorkers from Predatory Banking Fees,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Increase Access to Education for Public Assistance Recipients,Executive Chamber / cross-agency,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Launch Mobile Veterans Service Centers,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Improve Veteran and Military Cultural Competency in Supportive Housing,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Equity / inclusion / social policy,Part IV-C: Prepare For Future Emergencies,Expand Fresh Connect Program to Fight Food Insecurity,Executive Chamber / cross-agency,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,EQUITABLE CHILD CARE SYSTEM,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Streamline and Centralize the Application for Child Care Assistance,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Raise Eligibility to the Maximum Allowed Under Federal Law,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Expedite Enrollment for Families Receiving Other Benefits,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Rationalize Eligibility Requirements Across All Counties,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Establish Workforce Retention Grant Program,Executive Chamber / Legislature,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Pilot a New York State Employer-Supported Child Care Program,Executive Chamber / Legislature,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Adopt a Statewide Business Income Tax Credit for Child Care,Executive Chamber / Legislature,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Government / democracy,Part IV-C: Prepare For Future Emergencies,Create a Business Navigator Program,Executive Chamber / Legislature,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Transportation / infrastructure,Part IV-C: Prepare For Future Emergencies,"TRANSPORTATION SAFETY, EQUITY, AND EFFICIENCY",Department of Transportation,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Transportation / infrastructure,Part IV-C: Prepare For Future Emergencies,Secure the MTA’s Future,Department of Transportation,MTA,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Transportation / infrastructure,Part IV-C: Prepare For Future Emergencies,Make the MTA’s “City Ticket” Available 24/7,Department of Transportation,MTA,other,yes,,mixed,First-pass coding from 2023 SOTS table of contents.
2023,2023SOTSBook.pdf,Transportation / infrastructure,Part IV-C: Prepare For Future Emergencies,Move Forward on Light Rail Option for the Interborough Express,Department of Transportation,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.
