year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2023,2023SOTSBook.pdf,Housing / homelessness,,Expand the Tenant Protection Unit,HCR,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023013,HCR,,program/policy,mixed,no,,tenant_protection,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022132,Pilot a Program to Create Affordable Homeownership Projects That Prioritize Resident Control and Permanent Affordability,theme=tenant_protection; shared_terms=,"New York State HCR created the Tenant Protection Unit (TPU) 10 years ago to provide more targeted support for tenants throughout New York State. TPU provides guidance, advocacy, and legal assistance for many types of tenants. To build on the team's success, Governor Hochul will expand staffing upstate to provide on-the- ground support for manufactured home tenants, farmworkers, and other populations in need.",48,48,high
2023,2023SOTSBook.pdf,Housing / homelessness,,Reclaim Vacant and Abandoned Homes,HCR,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023014,HCR,,other,mixed,no,,housing_general,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022142,Make Financing More Accessible and Affordable for Manufactured Homes,theme=housing_general; shared_terms=homes,"Governor Hochul will propose legislation to update the law that enables localities to put certain abandoned properties to good use. Her proposal will make it easier for cities and towns to take ownership of dangerous multifamily properties, including for the purpose of rebuilding safe and habitable homes. Change is necessary to permit municipalities to reduce public health risks, improve neighboring property values, increase property tax revenues, and expand the stock of housing available for new rental and first-time homeownership opportunities.",49,49,high
2023,2023SOTSBook.pdf,Housing / homelessness,,Include Child Care in New Residential Construction,HCR; OCFS,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023015,HCR; OCFS,,other,mixed,no,,child_care_access,agency report or official implementation evidence,cleaned_toc_pass,new,,,,"Affordable child care is essential for both children and parents, boosting childhood development and freeing parents to work. Child care centers across the state struggle to afford high rents and compete for space in a market that is limited by strict but important safety rules.

Building off an unprecedented investment of $100 million to increase the capacity of programs in child

care deserts, the State will take further action to ensure child care facilities are integrated into the fabric of our communities. Governor Hochul is directing HCR to incentivize housing developments to include dedicated child care space. HCR will expressly favor applications for its Low-Income Housing Tax Credit that incorporate child care facility space.",49,50,high
2023,2023SOTSBook.pdf,Housing / homelessness,,Create a Housing Planning Office,HCR,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023016,HCR,,program/governance,executive_action,yes,created,housing_supply,"executive order, agency launch, or official announcement",cleaned_toc_pass,new,,,,"Implementing the Housing Compact will require dedicated staffing and leadership within New York State's HCR. A new Housing Planning Office will support localities in meeting their goals, including in gathering and transmitting New Homes Targets documentation. It will help establish and manage the Fast Track Approval process, zoning and housing databases, and planning and technical assistance grants for localities, in addition to providing other support as needed to ensure the success of the New York Housing Compact.",50,50,high
2023,2023SOTSBook.pdf,Mental health,,Expand Insurance Coverage for Mental Health Services,OMH,DFS,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023017,OMH,DFS,program/policy,mixed,no,,mental_health_insurance,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022182,Provide Learning and Mental Health Grants to High-Need Districts,"theme=mental_health_insurance; shared_terms=health, mental",,55,55,high
2023,2023SOTSBook.pdf,Mental health,,Expand Mental Health Services for School-Aged Children,OMH,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023018,OMH,,program/policy,mixed,no,,mental_health_youth,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,new,,,,,55,55,high
2023,2023SOTSBook.pdf,Mental health,,"Increase Operational Capacity for Inpatient Psychiatric Treatment by 1,000 Beds",OMH,,other,yes,"1,000 Beds",mixed,First-pass coding from 2023 SOTS table of contents.,2023019,OMH,,program/policy,mixed,no,,psychiatric_capacity,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,new,,,,,55,55,high
2023,2023SOTSBook.pdf,Mental health,,Improve Admissions and Discharge Planning and Establish Systemic Accountability,OMH,,program/governance,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023020,OMH,,program/governance,executive_action,no,,mental_health_general,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,new,,,,,56,56,high
2023,2023SOTSBook.pdf,Mental health,,Dramatically Expand Outpatient Services,HCR,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023021,HCR,,program/policy,mixed,no,,mental_health_supportive_housing,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022018,Improve Access to Child Health Plus Insurance and to Mental and Behavioral Health Services for Children in Low-Income Households,theme=mental_health_supportive_housing; shared_terms=services,"• Create 3,500 new housing units for New Yorkers with mental illness.",56,56,high
2023,2023SOTSBook.pdf,Mental health,,"Create 3,500 New Housing Units for Individuals with Mental Illness",OASAS,,program/governance,yes,"3,500",mixed,First-pass coding from 2023 SOTS table of contents.,2023022,OASAS,,program/governance,executive_action,yes,created,mental_health_supportive_housing,"executive order, agency launch, or official announcement",cleaned_toc_pass,continuation,2022031,Provide Individuals with Supportive Recovery Housing,"theme=mental_health_supportive_housing; shared_terms=housing, individuals","Across the state, more than 15,000 homeless individuals have a serious mental illness. In the

absence of stable housing and ongoing treatment, the life challenges of these individuals may worsen and eventually pose a danger to themselves or others. At the same time, many patients who receive inpatient psychiatric treatment have no place to go upon discharge, leading to longer inpatient stays than necessary or the cycling in and out of hospitals, homeless shelters, and jails. Because of the increased need within categories of housing that provide the most robust services and treatment, waitlists for these kinds of housing units are extremely long.

To address this problem, Governor Hochul will make a massive capital investment - along with providing the necessary operating funds - to establish and operate 3,500 new residential units for New Yorkers with

mental illness. Specifically, the Governor's plan will create:

• 500 Community Residence-Single Room Occupancy (CR-SRO) units, which provide housing and intensive services to individuals with serious mental illness who are at the highest risk of homelessness.

• 900 transitional step down units - a new, medium-length stay model - which help individuals transition from various levels of care to community-based living.

• 600 Licensed Apartment units, which serve individuals who require an intermediate level of services to be able to live in the community, but do not require 24/7 staffing and support.

• 1,500 Supportive Housing units, which serve individuals with a serious mental illness who have less acute needs but still require support to live in the community. Half of these would be scattered-site, rental units which can be opened quickly, while the other half would be new

construction or renovated facilities completed over the next five years.

To facilitate the efficient and effective implementation of this plan, Governor Hochul will provide new budgetary authority for OMH residential capital.

Taken together, these investments and policy initiatives will have a transformational impact on the landscape of mental health care in New York State. They aim to dramatically reduce the number of children and adults with unmet mental health needs, and the number of individuals with serious mental illness and substance use disorders who are homeless. At full scale, they will significantly expand the universe of New Yorkers receiving mental health care and living healthy lives, and greatly reduce the number of individuals living in unstable situations that pose a harm to themselves or others.",65,67,high
2023,2023SOTSBook.pdf,Public safety / justice,,Double Investment in Alternatives to Incarceration,OASAS,DOCCS,other,yes,Double,mixed,First-pass coding from 2023 SOTS table of contents.,2023023,OASAS,DOCCS,program/policy,executive_budget,no,,mental_health_insurance,"budget appropriation, program awards, or fiscal documents",cleaned_toc_pass,expansion,2022032,"Enhance Suicide Prevention in Schools, Homes, and Communities",theme=mental_health_insurance; shared_terms=,"DOCCS presently has around 31,000 people incarcerated in state prisons - a decline of nearly 60 percent from 1999 - and the fewest since 1983. There

is unprecedented demand to reorient and reinvest in the front end of the system, including alternatives to arrest and incarceration, to divert those New Yorkers who have challenging mental health and substance use needs from justice involvement. Between 63 percent and 83 percent of justice-involved individuals reportedly have substance use disorders, and 26 percent to 40 percent require mental health services. 29

Using the Results First model, with tested evaluations that show both reductions in recidivism and a return of $4 for every $1 spent, New York supports a portfolio of roughly $15 million in alternatives to incarceration and

detention programming. Unfortunately, this often fails to reach the people who need it most and has had uneven success in preventing rearrests. This year, Governor Hochul is doubling funding to invest more than $30 million annually to scale these services, develop a best-in-the-nation network of community- based and driven providers, and reduce rearrest rates during the pretrial period. This investment will reduce the state's reliance on incarceration, reduce recidivism, and thereby save taxpayer dollars. 30",71,72,high
2023,2023SOTSBook.pdf,Public safety / justice,,Triple Investment in Reentry Services to Improve Public Safety,HCR,DOCCS; MTA,program/policy,yes,Triple,mixed,First-pass coding from 2023 SOTS table of contents.,2023024,HCR,DOCCS; MTA,program/policy,executive_budget,no,,alternatives_reentry,"budget appropriation, program awards, or fiscal documents",cleaned_toc_pass,expansion,2022064,Pass the Clean Slate Act,theme=alternatives_reentry; shared_terms=,"There are persistent social and economic barriers to reentry that affect the almost 20,000 people who leave New York's prisons annually. In the past year,

Governor Hochul has taken significant steps to reduce these barriers by lifting the ban on Tuition Assistance Program grants for incarcerated individuals, reforming community supervision, allowing people who are reentering to pursue additional opportunities, and launching the ""Jails to Jobs"" initiative to provide more returning people with the skills and knowledge needed

in today's workforce. By connecting the formerly

incarcerated with education and employment, New York is helping uplift this vulnerable community and ensuring community safety.

New York currently supports a comprehensive network of 20 county reentry task forces that serve the needs of 2,500 returning citizens each year with dedicated case management, care coordination, and stabilization services, in partnership with local government agencies and community-based organizations. Unfortunately, funding for this program has not increased in more than a decade. This year, Governor Hochul will triple the investment in this vital reentry network from approximately $4 million to $12 million.

This record level of support will serve as many as 7,500 people annually - an increase of 5,000 and more than one third of the individuals released - helping to meet their behavioral, health, employment, and educational needs. This investment will also expand stabilization services for individuals facing crisis, offset the costs of initial housing and transportation, provide stipends and incentives for workforce training and employment, enhance family engagement and relationships, and

support community-based partners who deliver critical services to the reentry population.",72,74,high
2023,2023SOTSBook.pdf,Public safety / justice,,Expand the State’s Gun Involved Violence Elimination Program,DCJS,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023025,DCJS,,program/policy,mixed,no,,gun_violence,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022046,Respond to Regional Needs in the Aftermath of Gun Violence,"theme=gun_violence; shared_terms=gun, violence","The State's nationally recognized GIVE program uses evidence-based strategies to reduce shootings and save lives in the 20 jurisdictions hardest hit by gun violence, spread across 17 counties, that account for 80 percent of the violent crime that occurs outside of New York City.

Last year, Governor Hochul doubled the resources available to local law enforcement agencies through GIVE. These agencies have played a crucial role in reversing the upward trend in murders and shootings and returning most of the state to pre-pandemic levels of gun violence. To build on that success, Governor Hochul is proposing to again double GIVE funding, from $18 million to $36 million. This funding would be used to hire approximately 150 police officers and prosecutors dedicated to combating gun violence within their communities, while also supporting police

departments in their adoption of evidence-based strategies, such as hotspot policing, focused deterrence, crime prevention through environmental design, and street outreach. By pairing state resources with expert technical assistance, the State will help local law enforcement agencies focus on the small number of individuals responsible for most of the violence within their communities and rebuild the places most traumatized by persistent violent crime.",74,75,high
2023,2023SOTSBook.pdf,Public safety / justice,,Rebuild the State Police with a Targeted Focus on Fighting Serious Crimes,New York State Police,,program/policy,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023026,New York State Police,,program/policy,mixed,no,,gun_violence,agency report or official implementation evidence,cleaned_toc_pass,continuation,2022035,Triple Resources for State Police’s Crime Gun-Tracing Efforts,theme=gun_violence; shared_terms=police,"The New York State Police (NYSP) plays a critical role in partnering with federal and local law enforcement to keep crime under control in communities across the state. Historically, however, the NYSP has had a broad mandate, with crime-fighting among a range of priorities for the agency. At the same time, the NYSP trooper headcount dwindled and is now significantly below full strength. Despite this, Governor Hochul's directive that the NYSP expand its work on gun violence has resulted in a 138 percent increase in gun seizures, with 2,026 guns seized between August 2021 and

December 2022, compared to 851 in the prior comparable period. Governor Hochul will now pursue a multi-pronged strategy to rebuild the NYSP and focus the entire agency on serious crime-fighting efforts.",75,76,high
2023,2023SOTSBook.pdf,Public safety / justice,,Launch an Unprecedented Four New State Police Academy Classes,New York State Police,,program/governance,yes,Four New,mixed,First-pass coding from 2023 SOTS table of contents.,2023027,New York State Police,,program/governance,executive_action,yes,launched,state_police_capacity,"executive order, agency launch, or official announcement",cleaned_toc_pass,continuation,2022038,Double State Police Partnerships with Local Law Enforcement,theme=state_police_capacity; shared_terms=police,"After almost two years without an NYSP Academy Class due to the COVID-19 pandemic, Governor Hochul delivered funding in the 2022-2023 budget to resume NYSP training to revitalize dwindling numbers and further support recruitment and retention efforts. This fiscal year, at the Governor's direction, the NYSP will conduct four unprecedented academy classes to speed up the rebuilding of the force and devote a higher number of troopers to efforts focused on combating serious crime.",76,76,high
2023,2023SOTSBook.pdf,Public safety / justice,,Expand Community Stabilization Units to As Many As 25 Communities,New York State Police,,program/policy,yes,25 Communities,mixed,First-pass coding from 2023 SOTS table of contents.,2023028,New York State Police,,program/policy,mixed,no,,public_safety_general,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,new,,,,"The NYSP's Community Stabilization Units (CSUs) have proven to be an effective tool in combating community- specific crime problems across the state. Last year,

Governor Hochul doubled the capacity of CSUs, and today, 16 units comprise some of the most experienced and skilled uniform troopers and members of the Bureau of Criminal Justice, who partner with local law enforcement officers to address violence and complex crime. This year, Governor Hochul will provide increased funding to support CSUs in as many as 25 communities.",76,77,high
2023,2023SOTSBook.pdf,Public safety / justice,,Increase NYSP Participation on Federal Task Forces to Combat Violent Crime,New York State Police,,other,no,,mixed,First-pass coding from 2023 SOTS table of contents.,2023029,New York State Police,,program/policy,mixed,no,,gun_violence,"implementation metrics, agency reports, or budget plus rollout evidence",cleaned_toc_pass,expansion,2022035,Triple Resources for State Police’s Crime Gun-Tracing Efforts,theme=gun_violence; shared_terms=crime,"The NYSP collaborates with federal and local partners on various task forces aimed at removing illegal guns and curbing violent crime. These task forces are critical to our mission of attacking illegal gun trafficking and violent crime on all fronts. Gun trafficking organizations and violent criminals operate across jurisdictional boundaries, making it more challenging for state and local law enforcement to investigate. NYSP currently has investigators who are designated full-time federal task force officers with the U.S. Marshals Service, the Drug Enforcement Administration (DEA), the Bureau of Alcohol, Tobacco and Firearms and Explosives (ATF),

the Federal Bureau of Investigation (FBI) and the Department of Homeland Security (DHS), among others. This year, Governor Hochul will fund additional investigators to broaden State participation on federal task forces aimed at curbing violent crime, as well as the Joint Terrorism Task Force (JTTF).",77,78,high
