year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes,commitment_id,lead_agency_standardized,supporting_agencies_standardized,item_type_clean,implementation_pathway_clean,binary_evaluable,binary_unit,overlap_theme,status_evidence_needed,source_quality,continuity_to_prior_year,matched_prior_commitment_id,matched_prior_title,match_basis,commitment_text,source_page,source_page_end,text_capture_confidence
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Boosting Awareness of the Child Tax Credit (CTC),,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2026 SOTS table of contents.,2026011,,,funding/tax/benefit,executive_budget,no,,labor_affordability_general,"budget appropriation, program awards, or fiscal documents",first_pass_toc,continuation,2025002,Vastly Expand New York's Child Tax Credit,"theme=labor_affordability_general; shared_terms=child, credit, tax","New York's 2026 budget included a historic expansion of the state's child tax credit, also known as the Empire State Child Credit (ESCC), providing critical financial support for more than 2.75

million children statewide. This latest expansion increases the credit from $330 per child to $1,000 annually per child under four starting in 2026, and to $500 per child aged four to 16 starting in 2027, which represent the largest increases in the credit's history. These enhancements can help defray the cost of child care, put more food on the table, and help families save.

To ensure as many New Yorkers as possible benefit from the expanded credit, Governor Hochul will take a whole-of-government approach to ensuring that eligible individuals are accessing the full benefit of a credit that can help transform lives.",27,28,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Lowering Rates by Cracking Down on Fraud,DFS; DCJS,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026012,DFS; DCJS,,other,mixed,no,,state_police_capacity,agency report or official implementation evidence,first_pass_toc,new,,,,"Fraud is a major driver of elevated auto insurance premiums. Increasingly sophisticated actors stage elaborate accidents, designed to allow for ""jackpot"" payouts from insurance companies or jury awards. These schemes imperil the safety of honest drivers, cause property damage, and increase rates for drivers across the state. Increasingly, scams go beyond just one bad actor at the wheel and are orchestrated by organized criminal conspiracies.

Unfortunately, these scams are becoming more prevalent. In 2023, the latest year for which statistics are available, there were 1,729 staged crashes in New York State, which ranks second highest in the nation for incidents of staged fraud. In total, insurance carriers reported 38,270 incidents of suspected motor vehicle insurance fraud to the New York State Department of Financial Services (DFS) Insurance Frauds Bureau in 2023-a record high. According to the Insurance Information Institute, staged crashes and associated insurance fraud inflate everyone's premiums by as much as $300 per year on average.

To combat these organized criminal efforts, Governor Hochul is taking a whole-of-government approach to cracking down on auto insurance fraud. The Governor will reinvigorate the State's Motor Vehicle Theft and Insurance Fraud Prevention Board, empowering it to redouble its efforts toward zealously investigating and prosecuting insurance fraud across the state. This will include directly tasking DFS, the Department of Motor Vehicles (DMV), the Division of Criminal Justice Services (DCJS) and the New York State Police (NYSP) with a more proactive and coordinated

approach to enforcement, including dedicated resources and staff at both DFS and NYSP focused on auto insurance, and ensuring coordination in law enforcement response.

As the State investigates and builds cases against scammers and fraudsters, the Governor will ensure her agencies are partnering with prosecutors statewide to ensure crimes are not going unpunished. To equip prosecutors with the tools they need to shut down organized crime rings, Governor Hochul will offer legislation to ensure prosecutors can seek criminal penalties against any individual responsible for organizing a staged accident, not just the particular individual behind the wheel. Working hand in hand with district attorneys across New York, the State will seek to help build cases that put an end to the organized fraud that's robbing New Yorkers via elevated insurance rates.

Governor Hochul will also advance additional efforts to take on medical providers who participate in fraud by signing off on phony medical diagnoses that result in enormous payouts. Governor Hochul will direct the State to increase medical licensure enforcement for fraud, increasing the probability that these white-collar crimes lead to temporary or permanent licensure loss for the providers who commit them.

State agencies will also seek to take action when New York drivers illegally register their vehicles in other states, which artificially decreases their coverage and raises costs for law-abiding New York drivers.",29,30,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Strengthening Insurer Anti-Fraud Programs,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026013,,,other,mixed,no,,labor_affordability_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"Insurance companies must play a central role in tackling fraudulent behavior that targets their policyholders. However, current law handcuffs insurers' ability to protect their law-abiding customers against fraud and abuse by capping to just 30 days the time they have to identify, investigate, and report instances of fraud.

To ensure fraud is being identified and punished, the Governor will increase the timeframe insurers have to report fraud and reduce barriers to alleging fraud in court, giving insurers more time to investigate claims and avoid paying fraudulent ones. Legislation will balance increased flexibility to crack down on fraud with the need to preserve crucial consumer protections, such as allowing policyholders to collect two percent interest on any payment insurers hold back, as an incentive to ensure insurers continue to move quickly on evaluating genuine claims.",30,30,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Limiting Damages for Individuals Engaging in Unlawful Behavior at the Time of an Accident,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026014,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"When drivers are engaging in unlawful behavior at the time of an incident, they shouldn't be able to win sizable insurance payouts. However, current law permits individuals committing crimes, including impaired driving, to receive generous payouts-including for pain and suffering and emotional distress-which are paid from the premiums contributed by law-abiding drivers.

Governor Hochul will cap the payout on these types of non-economic damages for drivers engaging in criminal behavior at the time of the incident. Specific crimes that would warrant the capping of damages include:

• Uninsured motorists, who have violated state financial responsibility laws, contributing to additional cost in the insurance market; • Individuals convicted of driving while impaired at the time of the incident; and • Individuals committing a felony (or fleeing one) at the time of an incident.",31,31,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Limiting Damages for Individuals Who Are “Mostly” at Fault in Causing an Accident,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026015,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"New York is in a minority of states that allow drivers that are deemed ""mostly"" at fault in an accident to still collect extensive damages, including non-economic damages described above. This means that in New York, even the driver deemed mostly at fault for an accident can walk away with a sizable payout for that accident. In contrast, most states-including Colorado, Connecticut, Delaware, Massachusetts and New Jersey-have common-sense rules that only permit recovery of damages if a plaintiff is not primarily at fault for the accident.

Governor Hochul will seek changes to New York's laws that will limit the non-economic damages a driver can obtain if they are mostly at fault for an accident, introducing a measure of accountability into who is compensated by insurance after an incident.",31,31,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Tightening the Serious Injury Threshold,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026016,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"New York's no-fault insurance law allows for individuals injured in an auto accident to make claims for compensation that stretches beyond reimbursement for the medical expenses or lost wages associated with an injury. This additional compensation is intended to offer support for the pain and suffering of victims with serious injuries. The ""serious injury"" threshold is intended to screen out minor injuries from personal injury litigation, in keeping with the original intent of the no-fault law to reserve litigation only for auto accidents causing serious harm.

However, New York's legal definition of what constitutes serious injury is vague, applied inconsistently, and can include temporary injuries that only sideline an individual for a short time following an accident rather than the more significant injuries that would merit further payouts. Without a fair and firm definition of ""serious injury,"" individuals without significant harms may try to game the system to win astronomically high ""jackpot"" awards from courts associated with these harms-raising rates for everyone else.

The Governor will reform the serious injury threshold by proposing objective and fair medical standards for what qualifies to meet this definition. This will create clear and objective criteria for what constitutes a serious injury, avoid unnecessary and expensive litigation, and will help prevent individuals from attempting to exploit the system with payouts that are not aligned with the severity of their injuries, pushing everyone else's rates up.",32,32,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,"Ensuring Consumers, Not Insurance Companies, Benefit from Savings",,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026017,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"Since the 1970s, DFS has maintained the Excess Profit Law as a critical consumer protection against auto insurers making excess profits on the backs of consumers. This law acts as a ""circuit breaker"" by requiring auto insurers to return any profit exceeding a certain threshold directly to policyholders. While carriers have recently operated at a net loss, reforms to the auto insurance law as proposed above would be expected to generate significant operational savings for the industry.

To ensure that savings as a result of the Governor's proposals are passed on to New Yorker policyholders as appropriate, if these reforms are enacted Governor Hochul will direct DFS to re-examine the Excess Profit Law and in particular the current threshold trigger, ensuring consumers are prioritized.",32,32,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Increasing Transparency for Policyholders in the Auto Insurance Market,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026018,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"Too often, auto insurance rates for policyholders rise without explanation or relation to any identifiable change in context. In a time of high rates, New Yorkers deserve to understand when and why their insurance premiums go up. The Governor will increase transparency by requiring insurers to notify policyholders about rate changes, explain why the changes are happening, and offer additional context upon written request.

Going forward, DFS will determine an appropriate benchmark for the level of policy increase that will trigger insurance companies to have to provide this information automatically by sending a change notice at least 20 days before renewal.",33,33,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Improving Incentives to Drive Safely,,,funding/tax/benefit,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026019,,,funding/tax/benefit,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"While guarding against bad actors gaming the system, insurance companies should also seek opportunities to reward drivers who play by the rules and keep themselves and others safe. Governor Hochul will seek to reduce insurance costs by enlisting drivers as partners in her efforts to make our roads safer, leveraging technology to reduce insurance rates.

Governor Hochul will require insurance companies to offer discounts on insurance rates when drivers opt into programs that have been shown to reduce the incidents of unsafe and expensive accidents. Under the Governor's proposed reforms, New York drivers who opt into programs that utilize devices, cameras, or smartphone apps to monitor driving behavior will be eligible for discounted personalized rates, with safer drivers offered lower premiums.

All such programs will have to conform with strict privacy and data governance standards, alongside consumer education and transparency requirements. This initiative will help put safer drivers on the road while lowering premiums across the board.",33,33,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Tracking Home Insurer Profitability,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026020,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"As an industry, home insurance carriers in New York have reaped steady profits over the past few years. To ensure that the rates New Yorkers pay are in line with carriers' risks, Governor Hochul will create a first-in-the-nation check on home insurer profitability, increasing transparency of potentially excessive profits. Carriers with more than two consecutive years of outsized profit margins will be required to either lower their rates or submit a justification of why those high rates should continue, subject to review by DFS. The benchmark, which will be informed by public comment, will help control excessive profits while keeping coverage affordable and available.",34,34,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Increasing Property Insurance Transparency,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026021,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"New York regulators have insight into the commercial property insurance market broadly, but less visibility into data relating to multi-family housing. That makes it difficult for the State to analyze

market trends, identify volatility, or develop targeted approaches that increase affordability in a segment of the insurance market that is seeing exploding costs, and that covers essential low-cost housing options for New Yorkers.

To gain valuable transparency, the Governor will require commercial property insurers to report core data metrics annually regarding their multi-family housing businesses, including claims, premiums, and rates. Templates and technical definitions will be developed administratively to make sure data is uniform and comprehensive without being overly burdensome to report. These reports will be made public, providing property owners, researchers, and policymakers with visibility into who writes this insurance, what the trends are in premiums, and how profitability changes year over year.",34,35,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Expanding Automatic Discounts for Homeowners,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026022,,,other,mixed,no,,labor_affordability_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"In order to help New Yorkers take control of costs by reducing risk, New York State encourages (and in some cases requires) insurers to offer discounts to homeowners who make safety and weatherproofing upgrades like installing storm shutters and smoke alarms. Governor Hochul will expand these discounts, requiring insurers to offer reductions for upgrades such as fire resiliency solutions (e.g., smoke detectors, sprinkler systems), theft prevention products (e.g., security systems, burglar alarms), water damage prevention tools (e.g., smart water monitors, automatic shutoff devices), and roof improvements (e.g., high-wind-rated shingles, roof-to-wall connections).

Every carrier will be required to offer at least one discount in each category to be determined by DFS, as well as additional discounts for homes that meet specific resiliency standards. Insurers will have to regularly inform their policyholders about these discounts, as well as publish annual summaries of available discounts and utilization rates so New Yorkers can compare discounts across insurers on demand.",35,35,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Expanding Automatic Discounts for Commercial Multifamily Properties,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026023,,,other,mixed,no,,labor_affordability_general,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"Alongside discounts to individual homeowners, the Governor will expand automatic discounts for risk reduction measures to commercial policyholders operating multifamily homes, such as affordable housing providers. Eligible categories will be similar to those for homeowners, with

upgrades such as pressure-rated gutters and downspouts, fire suppression canisters over stoves, and roof-mounted equipment designed for high wind to be considered for automatic discounts. As with homeowners insurance, the Governor will require insurers to offer discounts across covered categories, regularly inform policyholders about available discounts, and share data that give property owners the ability to comparison shop.",35,36,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Increasing Transparency for Policyholders in the Home Insurance Market,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026024,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"As in the auto insurance context, home insurance policyholders often face significantly rising rates without any explanation. Insurers should have to explain to New Yorkers when and why their insurance premiums go up. As in the auto insurance market, the Governor will increase transparency by requiring insurers to notify policyholders about rate changes, explain why the changes are happening, and offer additional context upon written request. Parallel to the auto insurance context, going forward DFS will determine an appropriate benchmark for the level of policy increase that will trigger insurance companies to have to provide this information automatically by sending a change notice at least 20 days before renewal.",36,36,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Convening Stakeholders to Bring Down Home and Property Insurance Costs,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026025,,,other,mixed,no,,labor_affordability_general,agency report or official implementation evidence,first_pass_toc,new,,,,"Leaving no stone unturned to ensure lower home and property insurance costs, the Governor will convene stakeholders and experts from the affordable housing, real estate and insurance industries to evaluate and propose short- and long-term solutions to reduce costs and increase affordability across the board.",36,36,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Enhancing Penalties to Protect Rent-Regulated Tenants from Pervasive Harassment,,,program/policy,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026026,,,program/policy,mixed,no,,tenant_protection,agency report or official implementation evidence,first_pass_toc,continuation,2025118,Extend Security Deposit Protections to Rent-Regulated Tenants,"theme=tenant_protection; shared_terms=regulated, rent, tenants","Unscrupulous landlords use a variety of unethical ways to drive out lawful rent-regulated tenants, including pressuring them to move out or failing to make repairs. Even though such harassment is illegal under current law, it can be difficult to hold landlords who harass tenants across multiple buildings fully accountable for their actions. The worst offenders should face the stiffest penalties to reflect the degree of their violations.

Governor Hochul will build upon her actions to protect vulnerable tenants by proposing aggravated criminal penalties for landlords who engage in systematic harassment of rent-regulated tenants across multiple buildings, as well as repeat serious offenders under existing anti-harassment laws. In doing so, the Governor will strengthen protections for rent-regulated tenants and reinforce the clear message that forcing families out of their homes is a crime.",37,37,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Reforming J-51 to Preserve More Rent-Regulated Housing,,,other,yes,,mixed,First-pass coding from 2026 SOTS table of contents.,2026027,,,other,mixed,no,,tenant_protection,agency report or official implementation evidence,first_pass_toc,continuation,2025118,Extend Security Deposit Protections to Rent-Regulated Tenants,"theme=tenant_protection; shared_terms=regulated, rent","First created in the 1950s, New York City's J-51 tax incentives have helped incentivize major repairs and upgrades for apartment buildings in exchange for becoming or staying rent-regulated, preserving affordability and making sure buildings are kept habitable. However, J-51 in its current form has faced administrative challenges that have reduced uptake of this vital program.

Governor Hochul will propose an overhauled J-51 incentive that can better support capital repairs for New York City's rent-stabilized housing stock, including streamlining the process. These changes will ensure that the program is modernized and facilitates necessary building upgrades that benefit tenants. In updating J-51, she will make sure key elements of New York's housing stock remain safe, sustainable, and affordable for working-class families who call these buildings home.",37,37,high
2026,2026StateoftheStateBook.pdf,Chapter 1: Making New York More Affordable 18,Chapter 1: Making New York More Affordable 18,Expanding a Critical Rent Freeze Program for Seniors and People with Disabilities,,,other,no,,mixed,First-pass coding from 2026 SOTS table of contents.,2026028,,,other,mixed,no,,disability_inclusion,"implementation metrics, agency reports, or budget plus rollout evidence",first_pass_toc,new,,,,"Seniors and people with disabilities benefit from crucial programs that freeze rents for tenants of rent stabilized apartments and Mitchell-Lama affordable housing. The Senior Citizen Rent Increase Exemption (SCRIE) and Disability Rent Increase Exemption (DRIE), which are available in New York City (with similar programs in Westchester, Nassau, and Suffolk counties), use property tax credits to offset rent increases for seniors and people with disabilities to freeze their rent.

Income limits for these rent freeze programs have not been updated since 2014, even though the cost of living has risen dramatically. To ensure that housing remains affordable for both seniors and New Yorkers with disabilities who are living in regulated housing, Governor Hochul will increase the income eligibility limits for the programs from $50,000 to $75,000 in New York City, with the same options being available at local-opt in outside the City. These crucial changes have the power to prevent evictions and protect the most vulnerable New Yorkers from runaway rent increases.",38,38,high
