year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-A: Stop Crime and Violence: Strengthen Proven Law Enforcement Strategies,Invest in New York’s Crime Analysis Center Network,DCJS,Local law enforcement,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-A: Stop Crime and Violence: Strengthen Proven Law Enforcement Strategies,Enrich Social Media Analysis to Identify Threats and Criminal Activity,DCJS,Local law enforcement; Division of Homeland Security and Emergency Services,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-A: Stop Crime and Violence: Strengthen Proven Law Enforcement Strategies,Establish Gun Intelligence Centers Across the State to Share Meaningful Crime Data,DCJS,Local law enforcement,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-A: Stop Crime and Violence: Strengthen Proven Law Enforcement Strategies,Stop Cryptocurrency Crimes with New Software,DCJS,Local law enforcement; Division of Homeland Security and Emergency Services,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-A: Stop Crime and Violence: Strengthen Proven Law Enforcement Strategies,Modernize Forensic Examination by Linking Digital Devices to Crimes,DCJS,Local law enforcement; Division of Homeland Security and Emergency Services,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-B: Stop Crime and Violence: Strengthen Proven Community-Based Programs,Triple Investment in Community-Based Gun Violence Response,DCJS,Local law enforcement,other,yes,Triple,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-B: Stop Crime and Violence: Strengthen Proven Community-Based Programs,Provide Pretrial Services to Promote Public Safety,DCJS,Local law enforcement,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-B: Stop Crime and Violence: Strengthen Proven Community-Based Programs,Respond to Regional Needs in the Aftermath of Gun Violence,DCJS,Local law enforcement,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Public safety / gun violence,Part II-B: Stop Crime and Violence: Strengthen Proven Community-Based Programs,Provide Additional Law Enforcement Training on the State’s Red Flag Law to Protect New Yorkers,New York State Police,Local law enforcement,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-A: Provide Meaningful Tax Relief for Small Businesses and the Middle Class,"Provide $100 Million of Relief for 195,000 Small Businesses",Department of Labor,Empire State Development,funding/tax/benefit,yes,$100 Million,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-A: Provide Meaningful Tax Relief for Small Businesses and the Middle Class,Accelerate $1.2 Billion in Middle-Class Tax Cuts for 6 Million New Yorkers,Department of Taxation and Finance,,funding/tax/benefit,yes,$1.2 Billion,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-A: Provide Meaningful Tax Relief for Small Businesses and the Middle Class,Deliver a $1 Billion Property Tax Rebate for More Than 2 Million New York Families,Department of Taxation and Finance,,funding/tax/benefit,yes,$1 Billion,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-A: Provide Meaningful Tax Relief for Small Businesses and the Middle Class,Increase Existing Tax Credits and Create a New Credit to Support Food Production,Agriculture & Markets,OTDA,program/governance,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Overhaul the State’s Workforce Development Efforts to Focus on Region-Specific Employment Needs,Department of Labor,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Help More New Yorkers Move Between Education and Career,Department of Labor,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Expand Access to Apprenticeships,Department of Labor,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Recruit the Next Generation of Public Servants,Department of Labor,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Expand the State’s Technology Talent Pipeline,Department of Labor,Empire State Development,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Make New York a Model for the Employment of Workers with Disabilities,Department of Labor,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,"Part III-B: Give New Yorkers Job Skills, Access, and Protections",Protect and Strengthen Workers’ Rights,Department of Labor,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Refocus Parole Officers on Career Planning and Job Placement,DOCCS,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,"Enable Voluntary, Private-Sector, In-Prison Employment Opportunities that Pay a Good Wage",DOCCS,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,"Expand Vocational, Job Readiness, and Re-Entry Programs",DOCCS,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Restore the Tuition Assistance Program (TAP) for Incarcerated Individuals,DOCCS,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,"Allow for Educational Release as an Earned, Re-Entry Opportunity",DOCCS,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Pass the Clean Slate Act,DOCCS,,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Pilot a New Approach to Transitional Housing for Post-Incarceration Individuals,Department of Labor,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Eliminate Outdated Supervision Fees to Reduce Barriers for Individuals Returning to Society After Incarceration,DOCCS,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Fully Staff the Parole Board and Prohibit Outside Employment for Board Members,DOCCS,,staffing/workforce,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-C: Launch “Jails to Jobs”: A Program to Improve Re-Entry into the Workforce and,Facilitate Access to ID Cards and Other Vital Records to Enhance Opportunities for Released Persons,DMV,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Enhance Agribusiness Child Development Centers to Support Farm Workers,Agriculture & Markets,OTDA,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Improve the School Lunch Program by Transferring It into the Department of Agriculture and Markets,Department of Labor,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Build Local Food Systems to Ensure a Resilient Supply Chain,Agriculture & Markets,OTDA,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Fund the “Nourish New York” Initiative to Feed New Yorkers and Support Farmers,Agriculture & Markets,OTDA,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Expand the Climate Resilient Farming Program to Better Prepare Farmers for Climate Change,Agriculture & Markets,OTDA,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Establish the BIPOC Farmer Engagement and Outreach Program to Better Support Diversity and Equity in New York Agriculture,Agriculture & Markets,OTDA,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Expand SNAP Access to New York State Farms,Agriculture & Markets,OTDA,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,"Create the New York State Grown & Certified Producers Infrastructure, Technology, Research, and Development Grant Program",Department of Labor,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Fund the Urban Farms and Community Gardens Grant Program,Agriculture & Markets,OTDA,legislation/regulation,no,,legislation_required,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-D: Support the Agriculture Workforce and Improve the Food Supply Chain,Continue Leading the Nation in Hemp Production,Agriculture & Markets,OTDA,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Automate Debt Forgiveness for State Employees,Department of Labor,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Stop Transcript Withholding from SUNY/CUNY,Higher Education Services Corporation,SUNY; CUNY,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Make New York State Higher Education Services Corporation Loan Forgiveness Awards Tax Exempt,Higher Education Services Corporation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Protect Consumers from Healthcare Provider Misinformation,Department of Labor,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Create the Pharmacy Benefits Bureau to Lower the Cost of Prescription Drugs,Department of Labor,,program/governance,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Strengthen the Statewide Office of Financial Inclusion and Empowerment,Department of Labor,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Enhance the UI Benefit Banking Program to Help New Yorkers Receive Their Unemployment Insurance Benefits,Department of Labor,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,People / workforce / reentry / food systems,Part III-E: Protect New York’s Consumers and Improve Financial Health,Invest in Effective Student Debt Assistance Programs,Higher Education Services Corporation,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Revitalize the South Bronx by Reconstructing the Bruckner-Sheridan Interchange at Hunts Point,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Reimagine the Van Wyck Expressway into a Gateway Travel Corridor,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Modernize the Kew Gardens Interchange,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Complete the Albany Skyway,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Deliver the LIRR Third Track Project Under Budget and On-Schedule by the End of 2022 New Transportation and Infrastructure Priorities,Department of Transportation,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Spur Further Investment in the North Country and Adirondacks Through ORDA,Empire State Development,Olympic Regional Development Authority,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Replace the Livingston Avenue Railroad Bridge in Albany,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Accelerate Conversion of Route 17 into I-86 in Orange and Sullivan Counties,Department of Transportation,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Reconfigure the Oakdale Merge in Suffolk County to Improve Capacity,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Renew and Modernize Our State’s Roads and Bridges,Department of Transportation,,capital/infrastructure,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-A: Enact a New Transportation Plan That Prioritizes Critical Projects Throughout the,Elevate the Annsville Circle in Westchester County,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,"Part IV-B: Reconnect Neighborhoods, Particularly in Communities of Color",Convert the Existing Inner Loop North Freeway into a Community Boulevard in the City of Rochester,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,"Part IV-B: Reconnect Neighborhoods, Particularly in Communities of Color",Reconnect and Restore Neighborhoods Across the Kensington Expressway in Buffalo,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,"Part IV-B: Reconnect Neighborhoods, Particularly in Communities of Color",Cover Portions of the Cross-Bronx Expressway to Reconnect Neighborhoods and Increase Open Space,Department of Transportation,,other,no,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,"Part IV-B: Reconnect Neighborhoods, Particularly in Communities of Color",Reconnect Syracuse Neighborhoods Divided by I-81,Department of Transportation,,other,yes,,mixed,First-pass coding from 2022 SOTS table of contents.
2022,2022StateoftheStateBook.pdf,Communities / infrastructure / economic development,Part IV-C: Invest in Commercial Corridors and Waterfronts,Improve East Side Commercial and Residential Infrastructure in Buffalo,Department of Transportation,,program/policy,no,,mixed,First-pass coding from 2022 SOTS table of contents.
