year,source_document,section_bucket,subsection,proposal_title,lead_agency,supporting_agencies,commitment_type,quantified,metric_or_target,implementation_pathway,notes
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Establish New Youth ACT Teams Statewide,OMH,SED,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Expand Access to the Partial Hospitalization and Children's Day Treatment Programs,OMH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Fund Programming for High-Need Transition-Age Youth,OMH,SED,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Expand Loan Repayment Program for Children's Mental Health Practitioners,OMH,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Limit Social Media Features Harmful to Youth Mental Health,OMH,SED,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Develop Social Media Resources for Youth and Caregivers,OMH,SED,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Convene Youth Mental Health Advisory Boards,OMH,SED,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Expand Insurance Coverage and Hold Insurers Accountable,OMH,DFS,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Strengthen Mental Health Parity Enforcement,OMH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Require Increased Commercial Insurance Reimbursement Rates for Mental Health Services,OMH,DFS,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Increase Access to Care Through Network Adequacy Regulations,OMH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Issue Guidance on Free Mental Health Screenings,OMH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Mental health,SECTION 1: TACKLING THE MENTAL HEALTH CRISIS,Increase Medicaid Reimbursement for Mental Health Services in DOH Facilities and Private Practices,OMH,,funding/tax/benefit,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Expand the List of Crimes Eligible for Prosecution as a Hate Crime,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Combat Unlicensed Sale of Cannabis,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Stop Organized Retail Theft,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Launch New York State Police Efforts to Build Cases,New York State Police,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,"2024 State of the State Establish Federal, State, and Local Law Enforcement Joint Operation",DCJS,,program/governance,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Fund Dedicated Retail Theft Teams in District Attorneys' Offices,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Fund Local Law Enforcement and Expand Evidence Collection to Combat Retail Theft,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Establish Commercial Security Tax Credit,DCJS,,program/governance,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Make it Illegal to Facilitate Sales of Stolen Goods Online,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Increase Criminal Penalties for Assault of a Retail Worker,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Eliminate the Cap on State Supreme Court Judges,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Prevent and Prosecute Domestic Violence,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,"Expand ""DV Stat"" to District Attorneys Around the State",DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Fund Domestic Violence Risk Assessment and Improve Reporting,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Fund GIVE Jurisdictions to Stop Cycles of Domestic Violence,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Expand the Supervision Against Violent Engagement Program to Focus on Domestic Violence,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Establish SAFE Fund to Support Survivors in Immediate Crisis,DCJS,,program/governance,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Fund Intensive Case Management and Programming for Youth,DCJS,,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Support Re-Entry and Reduce Recidivism,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Expand College Programming to All State Prisons,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Expand Transitional Housing Opportunities,HCR,DOT; MTA,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Launch Suicide Prevention Initiative,DCJS,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Reduce Fatal Fires,DCJS,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Public safety / justice,SECTION 2: KEEPING NEW YORKERS SAFE,Support First Responders with Mental Health Services,DCJS,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Labor / affordability,SECTION 3: PROTECTING CONSUMERS AND THEIR POCKETBOOKS,Prohibit Unfair Business Practices,DOL,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Labor / affordability,SECTION 3: PROTECTING CONSUMERS AND THEIR POCKETBOOKS,"Regulate “Buy Now, Pay Later” Loans",DOL,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Labor / affordability,SECTION 3: PROTECTING CONSUMERS AND THEIR POCKETBOOKS,Ensure New Yorkers Don't Get Buried by Medical Debt,OCFS,OTDA,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Labor / affordability,SECTION 3: PROTECTING CONSUMERS AND THEIR POCKETBOOKS,Increase Paid Medical and Disability Leave Benefits,DOL,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Labor / affordability,SECTION 3: PROTECTING CONSUMERS AND THEIR POCKETBOOKS,Eliminate Co-Pays for Insulin,DOL,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Economic development / business,SECTION 4: LEADING ON INNOVATION,Establish Empire AI Consortium to Drive Research and Innovation,Empire State Development,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Economic development / business,SECTION 4: LEADING ON INNOVATION,Lead by Example with Responsible AI Governance,Empire State Development,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Unlock Potential for New Housing,HCR,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Make Pro-Housing Designation a Requirement of Key State Funding Programs,HCR,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,"Unlock the Potential for Up to 15,000 Units of Housing on State-Owned Sites",HCR,,other,yes,"15,000 Units; Up to 15,000",mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Enact a Tax Abatement for New Rental and Affordable Housing in New York City,HCR,New York City,other,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Give the City of New York the Flexibility to Increase Residential Capacity,HCR,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Provide an Incentive for Below-Market Housing in Office Conversions,HCR,,funding/tax/benefit,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Streamline Regulatory Processes to Increase Housing Production,HCR,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Stand Up for Tenants and Homeowners,HCR,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Authorize the City of New York to Create a Path for Legalization of Basement Apartments,HCR,New York City,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,2024 State of the State Protect Section 8 Tenants from Voucher Discrimination,HCR,,program/policy,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Housing / homelessness,SECTION 5: CREATING HOUSING TO DELIVER AFFORDABILITY,Prohibit Insurance Companies from Refusing to Cover Affordable Housing,HCR,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Increase Access to Pre-Natal Care,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Establish First-in-Nation Statewide Paid Pre-Natal Leave,DOH,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Require Informed Consent to Drug Test in Pregnancy or Postpartum,DOH,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Create Conditions for Better Outcomes,DOH,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Issue a Standing Order to Increase Access to Doula Services,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Establish New Oversight Mechanisms to Avoid Unnecessary C-Sections,DOH,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Reduce Barrier Costs for Pregnant Patients,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Reduce the Risk of Sudden Unexpected Infant Deaths (SUID),DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Develop Data-Driven Interventions to Improve Birth Equity,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Improve Maternal Mental Health,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Expand Mental Health Screenings,DOH,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Strengthen 988 Counseling for Pregnant New Yorkers and New Parents,DOH,,program/policy,yes,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Health care,SECTION 6: IMPROVING MATERNAL AND INFANT MATERNAL HEALTH,Train Providers to Recognize and Treat Mental Health Conditions,DOH,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 7: GETTING BACK TO BASICS ON READING,Ensure Instructional Best Practices in Districts Around the State,SED,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 7: GETTING BACK TO BASICS ON READING,"Fund Training for 20,000 Teachers in Effective Reading Instruction",SED,,funding/tax/benefit,yes,"20,000 Teachers",executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 7: GETTING BACK TO BASICS ON READING,Expand Access to Science of Reading Instruction Credentials at SUNY and CUNY,SUNY,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 8: EXTENDING OPPORTUNITY TO OUR STUDENTS,Automatically Admit Top Students to SUNY and CUNY Campuses,SUNY,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 8: EXTENDING OPPORTUNITY TO OUR STUDENTS,Make FAFSA Completion Universal,SED,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 8: EXTENDING OPPORTUNITY TO OUR STUDENTS,Broaden SNAP Enrollment Outreach at CUNY and SUNY,SUNY,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Schools / higher education,SECTION 8: EXTENDING OPPORTUNITY TO OUR STUDENTS,Increase Campus Voter Participation,SED,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Government / democracy,SECTION 9: STRENGTHENING SERVICE AND CIVIC ENGAGEMENT,Create a Statewide Service Initiative Under the Leadership of the Lieutenant Governor,Executive Chamber / cross-agency,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Invest In Swimming Infrastructure,"Office of Parks, Recreation and Historic Preservation",,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Build Municipal Pools in High Needs Areas,"Office of Parks, Recreation and Historic Preservation",,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Connect New Yorkers to Our Rivers and Lakes,"Office of Parks, Recreation and Historic Preservation",,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Fund Pop-Up Pools in Response to Extreme Heat,"Office of Parks, Recreation and Historic Preservation",,funding/tax/benefit,no,,executive_budget,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Make Waves for the Parks Centennial: New York's Swim-Tennial Celebration,"Office of Parks, Recreation and Historic Preservation",,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Improve Safety in the Water,"Office of Parks, Recreation and Historic Preservation",,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Provide More Lifeguards and Swimming Instruction,"Office of Parks, Recreation and Historic Preservation",,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Double State Parks Water-Safety Instruction Sites,"Office of Parks, Recreation and Historic Preservation",,other,yes,Double,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Getting Kids to the Pool,"Office of Parks, Recreation and Historic Preservation",,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Make SUNY Pools Community Anchors,"Office of Parks, Recreation and Historic Preservation",SUNY,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,Increase Amenities at Pools and Beaches by Providing Free Sunscreen,"Office of Parks, Recreation and Historic Preservation",,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Parks / recreation,SECTION 10: EXPAND SWIMMING ACCESS AND SAFETY,2024 State of the State,"Office of Parks, Recreation and Historic Preservation",,other,yes,2024,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Protect Our Homes,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Launch the Resilient and Ready Program to Fortify and Repair Homes at Risk,DEC,,program/governance,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Advance the Blue Buffers Voluntary Homeowner Buyout Program,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,"Update Codes and Standards for Better, Safer Buildings",NYSERDA,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Protect Our Communities,NYSERDA,,program/policy,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Develop a Comprehensive Adaptation and Resilience Plan,DEC,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Release Cutting Edge Climate Projections to Identify Risk,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Bolster Disaster Response,NYSERDA,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,Update Coastal Erosion Hazard Area Maps,DEC,,legislation/regulation,no,,legislation_required,First-pass coding from 2024 SOTS table of contents.
2024,2024-SOTS-Book-Online.pdf,Climate / energy / environment,SECTION 11: PROTECTING NEW YORKERS FROM EXTREME WEATHER,"Prepare, Respond, and Prevent Flooding in the Mohawk and Oswego River Basin",DEC,,other,no,,mixed,First-pass coding from 2024 SOTS table of contents.
